Company Name,Ticker Symbol
ASTRAZENECA PHARMA INDIA LTD.,ASTRAZEN
PUNJAB ALKALIES & CHEMICALS LTD.,PACL
TANFAC INDUSTRIES LTD.-$,TANFACIND
GUJARAT PETROSYNTHESE LTD.,GUJPETR
SWADESHI INDUSTRIES LEASING CO.LTD.,SWADEIN
MASTER CHEMICALS LTD.,MASCH
GUJARAT THEMIS BIOSYN LTD.,GUJTHEM
JAYSYNTH DYESTUFF (INDIA) LTD.,JAYSYN
MAKERS LABORATORIES LTD.-$,MAKERSL
J.B.CHEMICALS & PHARMACEUTICALS LTD.,JBCHEPHARM
INDO GULF INDUSTRIES LTD.,IGLFXPL-B
ADVANCE PETROCHEMICALS LTD.,ADVPETR-B
RAJASTHAN PETRO SYNTHETICS LTD.,RAJSPTR
BLUE CHIP TEX INDUSTRIES LTD.,BLUECHIPT
JAGATJIT INDUSTRIES LTD.,JAGAJITIND
KESAR ENTERPRISES LTD.-$,KESARENT
TILAKNAGAR INDUSTRIES LTD.-$,TI
Emerald Leisures Ltd,EMERALL
RAVALGAON SUGAR FARM LTD.,RAVALSUGAR
SAKTHI SUGARS LTD.,SAKHTISUG
WALCHANDNAGAR INDUSTRIES LTD.,WALCHANNAG
KHODAY INDIA LTD.-$,KHODAY
IFB AGRO INDUSTRIES LTD.,IFBAGRO
DHARANI SUGARS & CHEMICALS LTD.,DHARSUGAR
KOTHARI FERMENTATION & BIOCHEM LTD.,KFBL
CAPROLACTAM CHEMICALS LTD.,CAPRO
G.M.BREWERIES LTD.,GMBREW
RANA SUGARS LTD.,RANASUG
PICCADILY SUGAR & ALLIED INDUSTRIES LTD.,PICCASUG
RIGA SUGAR COMPANY LTD.-$,RIGASUG
SOM DISTILLERIES & BREWERIES LTD.,SDBL
C.J.GELATINE PRODUCTS LTD.,CJGEL
MOUNT SHIVALIK INDUSTRIES LTD.-$,MOUNTSHIQ
AMRIT CORP.LTD.-$,AMRITCORP
ASSOCIATED ALCOHOLS & BREWERIES LTD.,ASALCBR
COROMANDEL AGRO PRODUCTS & OILS LTD.,CORAGRO
FOODS & INNS LTD.,FOODSIN
IVP LTD.,IVP
Kovilpatti Lakshmi Roller Flour Mills Ltd,KLRFM
OLYMPIC OIL INDUSTRIES LTD.,OLYOI
MILKFOOD LTD.,MLKFOOD
POLSON LTD.,POLSON
SAGAR SOYA PRODUCTS LTD.,SAGRSOY-B
WIPRO LTD.,WIPRO
ORIENT BEVERAGES LTD.,ORIBEVER
DHANUKA AGRITECH LTD.,DHANUKA
TTK HEALTHCARE LTD.-$,TTKHEALTH
TGV Sraac Ltd,TGVSL
LIME CHEMICALS LTD.,LIMECHM
KANPUR PLASTIPACK LTD.,KANPRPLA
TAINWALA CHEMICALS & PLASTICS (INDIA) LTD.,TAINWALCHM
JAGSONPAL PHARMACEUTICALS LTD.,JAGSNPHARM
KHAITAN CHEMICALS & FERTILIZERS LTD.,KHAICHEM
UNITED LEASING & INDUSTRIES LTD.,UNTTEMI
NATIONAL OXYGEN LTD.,NOL
GILLETTE INDIA LTD.,GILLETTE
WIRES & FABRIKS (SA) LTD.,WIREFABR
Ansal Housing Ltd-$,ANSALHSG
MAC CHARLES (INDIA) LTD.,MCCHRLS-B
ADDI INDUSTRIES LTD.-$,ADDIND
PIONEER INVESTCORP LTD.,PIONRINV
ASHNOOR TEXTILE MILLS LTD.,ASHNOOR
UNITECH LTD.,UNITECH
V.I.P.INDUSTRIES LTD.-$,VIPIND
DHRUV ESTATES LTD.,DHRUVES
SCHABLONA INDIA LTD.,SCHABLON
FIBERWEB (INDIA) LTD.,FIBERWEB
LKP Finance Limited,LKPFIN
EAST BUILDTECH LTD.,EASTBUILD
MANIPAL FINANCE CORPORATION LTD.,MNPLFIN
BAJAJ STEEL INDUSTRIES LTD.,BAJAJST
KIDUJA INDIA LTD.,KIDUJA
KEY CORP LTD.,KEYCORP
SHIKHAR LEASING & TRADING LTD.,SHIKHARLETR
GUJARAT HOTELS LTD.,GUJHOTE
Rajath Finance Limited,RAJATH
RAS RESORTS & APART HOTELS LTD.,RASRESOR
PARAMOUNT COSMETICS (INDIA) LTD.,PARMCOS-B
JINDAL HOTELS LTD.,JINDHOT
JUPITER INDUSTRIES & LEASING LTD.,JPTRLES
SIMMONDS MARSHALL LTD.,SIMMOND
B & A LTD.,BNALTD
LEDO TEA CO.LTD.,LEDOTEA
HAWKINS COOKERS LTD.-$,HAWKINCOOK
WARREN TEA LTD.-$,WARRENTEA
COCHIN MALABAR ESTATES & INDUSTRIES LTD.,COCHMAL
BEST EASTERN HOTELS LTD.,BESTEAST
NEELAMALAI AGRO INDUSTRIES LTD.,NEAGI
IST LTD.,ISTLTD
COSMO FILMS LTD.,COSMOFILMS
NEW MARKETS ADVISORY LTD.,NEWMKTADV
APOLLO HOSPITALS ENTERPRISE LTD.,APOLLOHOSP
Nitin Castings Ltd,NITINCAST
SMIFS CAPITAL MARKETS LTD.,SMIFS
EVEREST INDUSTRIES LTD.,EVERESTIND
Ironwood Education Ltd,IRONWOOD
MSR INDIA LTD.,MSRINDIA
NORTHERN PROJECTS LTD.,NORTHPR
Joy Realty Limited,JOYREALTY
AYM Syntex Ltd,AYMSYNTEX
PANASONIC CARBON INDIA CO.LTD.-$,PANCARBON
Finkurve Financial Services Ltd,FINKURVE
HB LEASING & FINANCE CO.LTD.,HBLEAS
SHRICON INDUSTRIES LTD.,SHRICON
STERLING GUARANTY & FINANCE LTD.,STRLGUA
SULABH ENGINEERS & SERVICES LTD.,SULABEN
Frontier Capital Ltd,FRONTCAP
Navneet Education Limited,NAVNETEDUL*
KEDIA CONSTRUCTION CO.LTD.,KEDIACN
SATRA PROPERTIES (INDIA) LTD.,SATRAPROP
TRANSOCEANIC PROPERTIES LTD.,TRANOCE
AuSom Enterprise Limited,AUSOMENT
THAKRAL SERVICES (INDIA) LTD.,THAKRAL
RUCHI INFRASTRUCTURE LTD.,RUCHINFRA
VJTF EDUSERVICES LTD.,VJTFEDU
VOLTAIRE LEASING & FINANCE LTD.,VOLLF
NETLINK SOLUTIONS (INDIA) LTD.,NETLINK
LEENA CONSULTANCY LTD.,ZLEENCON
LANCOR HOLDINGS LTD.,LANCORHOL
INDIAN INFOTECH & SOFTWARE LTD.,INDINFO
BANAS FINANCE LTD.,BANASFN
VISAKA INDUSTRIES LTD.,VISAKAIND
INFOMEDIA PRESS LTD.,INFOMEDIA
HATHWAY BHAWANI CABLETEL & DATACOM LTD.,HATHWAYB
Pressman Advertising Limited,PRESSMN
GUFIC BIOSCIENCES LTD.,GUFICBIO
PHOTON CAPITAL ADVISORS LTD.,PHOTON
OSWAL LEASING LTD.,OSWALEA
GRP LTD.,GRPLTD
INDAG RUBBER LTD.-$,INDAG
MM RUBBER COMPANY LTD.,MMRUBBR-B
PTL ENTERPRISES LTD.-$,PTL
TVS SRICHAKRA LTD.-$,TVSSRICHAK
Sanathnagar Enterprises Limited,SEL
BENARES HOTELS LTD.,BENARAS
BHAGWATI OXYGEN LTD.,BHAGWOX
Bombay Oxygen Investments Ltd,BOMOXY-B1
CRAVATEX LTD.,CRAVATEX
BERGER PAINTS INDIA LTD.,BERGEPAINT
CAPRIHANS INDIA LTD.-$,CAPRIHANS
GRAPHITE INDIA LTD.,GRAPHITE
ITD CEMENTATION INDIA LTD.,ITDCEM
EMPIRE INDUSTRIES LTD.,EMPIND
GRAVISS HOSPITALITY LTD.,GRAVISSHO
Garware Technical Fibres Ltd,GARFIBRES
GARWARE MARINE INDUSTRIES LTD.,GARWAMAR
GOA CARBON LTD.-$,GOACARBON
HARDCASTLE & WAUD MFG.CO.LTD.,HARDCAS
HEG LTD.,HEG
HINDUSTAN COMPOSITES LTD.,HINDCOMPOS
HINDUSTAN HOUSING CO.LTD.,ZHINDHSG
HIL LTD.,HIL
INDIAN CARD CLOTHING CO.LTD.,INDIANCARD
INTERNATIONAL CONVEYORS LTD.,INTLCONV
JAY SHREE TEA & INDUSTRIES LTD.,JAYSHREETEA
MODERN SHARES & STOCKBROKERS LTD.,MODRNSH
OSEASPRE CONSULTANTS LTD.,OSEASPR
Huhtamaki India Ltd,HUHTAMAKI
PREMIER SYNTHETICS LTD.,PREMSYN
R.J.SHAH & CO.LTD.,RJSHAH
SHAH CONSTRUCTION CO.LTD.,SHAHCON
SHALIMAR PAINTS LTD.-$,SHALPAINTS
SINNAR BIDI UDYOG LTD.,SINNAR
HINDOOSTAN MILLS LTD.,HINDMILL
SOUTHERN GAS LTD.,ZSOUTGAS
TECHNOJET CONSULTANTS LTD.,TECHCON
SUPREME INDUSTRIES LTD.,SUPREMEIND
THACKER & CO.LTD.,THACKER
TRADE WINGS LTD.,TRADWIN
VST INDUSTRIES LTD.,VSTIND
SWASTI VINAYAKA SYNTHETICS LTD.,SWASTIVI
MADHUSUDAN SECURITIES LTD.,MADHUSE
YAMINI INVESTMENTS COMPANY LTD.,YAMNINV
PREMIER CAPITAL SERVICES LTD.,PREMCAP
Milgrey Finance & Investments Ltd,ZMILGFIN
JINDAL DRILLING & INDUSTRIES LTD.,JINDRILL
KUSAM ELECTRICAL INDUSTRIES LTD.,KUSUMEL
JUMBO FINANCE LTD.,JUMBFNL
SAKTHI FINANCE LTD.,SAKTHIFIN
WEIZMANN FINCORP LTD.,WEIZFIN
SAT INDUSTRIES LTD.-$,SATINDLTD
TIVOLI CONSTRUCTION LTD.,TVOLCON
SHIVA TEXYARN LTD.,SHIVTEX
V.B.DESAI FINANCIAL SERVICES LTD.,VBDESAI
FIRST CUSTODIAN FUND (INDIA) LTD.,1STCUS
KAMANWALA HOUSING CONSTRUCTION LTD.,KAMANWALA
Asya Infosoft Limited,ASYAINFO
WALL STREET FINANCE LTD.,WSFIN
REMI SECURITIES LTD.,REMITR
Anjani Foods Ltd,ANJANIFOODS
RKD Agri & Retail Ltd,RKDAGRRTL
PARSHWANATH CORPORATION LTD.,PARSHWANA
SURYAKRIPA FINANCE LTD.,SURYAKR
Millennium Online Solutions ( India ) Ltd,MILLENNIUM
ICDS LTD.,ICDSLTD
CAN FIN HOMES LTD.,CANFINHOME
MUNOTH CAPITAL MARKET LTD.,MUNCAPM
IL&FS INVESTMENT MANAGERS LTD.,IVC
SHRIRAM TRANSPORT FINANCE CO.LTD.,SRTRANSFIN
Cholamandalam Investment and Finance Company Ltd,CHOLAFIN
SAGAR SYSTECH LTD.,SAGARSYST
ID Info Business Services Ltd,IDINFO
VLS FINANCE LTD.,VLSFINANCE
INDIA CEMENTS CAPITAL LTD.,INDCEMCAP
AD-MANUM FINANCE LTD.,ADMANUM
MEGLON INFRA-REAL (INDIA) LTD.,MEGLON
MEHTA INTEGRATED FINANCE LTD.,MEHIF
INTER GLOBE FINANCE LTD.,INTRGLB
SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,SHRISTI
CREST VENTURES LIMITED,CREST
Vakrangee Limited-$,VAKRANGEE
GUJARAT CREDIT CORPORATION LTD.,GUJCRED
SYLPH TECHNOLOGIES LTD.,SYLPH
DHARANI FINANCE LTD.,DHARFIN
Alexander Stamps And Coin Ltd,ALEXANDER
INDBANK MERCHANT BANKING SERVICES LTD.,INDBANK
BHARAT BHUSHAN SHARE & COMMODITY BROKERS LTD.,BHARAT
CAPITAL TRUST LTD.,CAPITALT
USHAKIRAN FINANCE LTD.,USHAKIRA
VIVO BIO TECH LTD.,VIVOBIOT
Veerhealth Care Limited,VEERHEALTH
PAN INDIA CORPORATION LTD.,PANINDIAC
SAHARA HOUSINGFINA CORPORATION LTD.,SAHARAHOUS
NDA SECURITIES LTD.,NDASEC
Supra Trends Limited,SUPRATRE
GSB FINANCE LTD.,GSBFIN
MORARKA FINANCE LTD.,MORARKFI
Monarch Networth Capital Ltd,MONARCH
PRO FIN CAPITAL SERVICES LTD.,PROFINC
TIMES GUARANTY LTD.,TIMESGTY
SOM DATT FINANCE CORPORATION LTD.,SODFC
SAVANI FINANCIALS LTD.,SAVFI
REGENCY TRUST LTD.,REGTRUS
Avonmore Capital & Management Services Limited,AVONMORE
Libord Finance Ltd,LIBORDFIN
YASH MANAGEMENT & SATELLITE LTD.,YASHMGM
ARIHANT CAPITAL MARKETS LTD.,ARIHCAPM
ISL CONSULTING LTD.,ISLCONSUL
DCM FINANCIAL SERVICES LTD.,DCMFINSERV
JIK INDUSTRIES LTD.,JIKIND
IM+ Capitals Limited,IMCAP
SAMBHAAV MEDIA LTD.,SAMBHAAV
DUGAR HOUSING DEVELOPMENTS LTD.,DUGARHOU
SUGAL & DAMANI SHARE BROKERS LTD.,SUGALDAM
NETTLINX LTD.,NETTLINX
Scan Steels Limited,SCANSTL
GIC HOUSING FINANCE LTD.,GICHSGFIN
MATHEW EASOW RESEARCH SECURITIES LTD.,MATHEWE
AJCON GLOBAL SERVICES LTD.,AJCON
CHARTERED CAPITAL & INVESTMENT LTD.,CHRTEDCA
STANDARD CAPITAL MARKETS LTD.,STANCAP
PARSHARTI INVESTMENT LTD.,PARSHINV
CUBICAL FINANCIAL SERVICES LTD.,CUBIFIN
RELIC TECHNOLOGIES LTD.,RELICTEC
NIMBUS PROJECTS LTD.,NIMBSPROJ
ESCORTS FINANCE LTD.,ESCORTSFIN
BAID LEASING AND FINANCE CO.LTD.,BALFC
VIPUL LTD.,VIPUL
K.Z.LEASING & FINANCE LTD.,KZLFIN
TRC FINANCIAL SERVICES LTD.,TRCFIN
USHDEV INTERNATIONAL LTD.,USHDI
Ugro Capital Ltd,UGROCAP
SHALIBHADRA FINANCE LTD.,SAHLIBHFI
ABIRAMI FINANCIAL SERVICES (INDIA) LTD.,ABIRAFN
MANSI FINANCE (CHENNAI) LTD.,MANSIFIN
Seven Hill Industries Limited,SEVENHILL
UPASANA FINANCE LTD.,UPASAFN
MUTHOOT CAPITAL SERVICES LTD.,MUTHTFN
MASTER TRUST LTD.,MASTERTR
NILKANTH ENGINEERING LTD.,ZNILKENG
AMANI TRADING & EXPORTS LTD.,AMANITRA
TEA TIME LTD.,TEATIME
SOBHAGYA MERCHANTILE LTD.,SOBME
CNI RESEARCH LTD.,CNIRESLTD
SARASWATI COMMERCIAL (INDIA) LTD.,ZSARACOM
WINRO COMMERCIAL (INDIA) LTD.,WINROC
N.D.METAL INDUSTRIES LTD.,NDMETAL
INERTIA STEEL LTD.,INERTIAST
PH TRADING LTD.,PHTRADING
KAPIL COTEX LTD.,KAPILCO
AASWA TRADING & EXPORTS LTD.,ASWTR
Royal India Corporation Limited,ROYALIND
Luharuka Media & Infra Ltd,LUHARUKA
VENTURA GUARANTY LTD.,SHYAM
SANMITRA COMMERCIAL LTD.,ZSANMCOM
AYOKI MERCANTILE LTD.,AYOME
Vishvprabha Ventures Ltd,VISVEN
MRUGESH TRADING LTD.,MRUTR
DECCAN GOLD MINES LTD.,DECNGOLD
UPL Limited,UPL
ANSHUNI COMMERCIALS LTD.,ANSHNCO
CRANES SOFTWARE INTERNATIONAL LTD.,CRANESSOFT
PUNIT COMMERCIALS LTD.,PUNITCO
TRIOCHEM PRODUCTS LTD.,TRIPR
NIDHI GRANITES LTD.,NIDHGRN
AVIVA INDUSTRIES LTD.,AVIVA
TWIN ROSES TRADES & AGENCIES LTD.,TWIROST
Signet Industries Limited,SIGNETIND
SPECULAR MARKETING & FINANCING LTD.,SPECMKT
Terraform Realstate Limited,TERRAREAL
Securekloud Technologies Ltd,SECURKLOUD
Abans Enterprises Ltd,ABANSENT
CAPRICORN SYSTEMS GLOBAL SOLUTIONS LTD.,CAPRICORN
VAMA INDUSTRIES LTD.,VAMA
SUNTECK REALTY LTD.,SUNTECK
BENTLEY COMMERCIAL ENTERPRISES LTD.,BENTCOM
SILVER OAK COMMERCIAL LTD.,SILVERO
CLASSIC ELECTRICALS LTD.,CLASELE
Stephanotis Finance Ltd,STEPHANOTIS
PRISM MEDICO AND PHARMACY LTD.,PRISMMEDI
SPV Global Trading Ltd,SPVGLOBAL
VERITAS (INDIA) LTD.,VERITAS
JAI CORP LTD.,JAICORPLTD
NIVI TRADING LTD.,ZNIVITRD
ASHIRWAD CAPITAL LTD.,ASHCAP
Swasti Vinayaka Art And Heritage Corporation Ltd,SVARTCORP
BAJAJ GLOBAL LTD.,BAJGLOB
MEDIA MATRIX WORLDWIDE LTD.,MMWL
TASHI INDIA LTD.,TASHIND
AUTORIDERS INTERNATIONAL LTD.,AUTOINT
N2N Technologies Limited,NNTL
SPEEDAGE COMMERCIALS LTD.,ZSPEEDCO
BHAGYANAGAR INDIA LTD.,BHAGYNAGAR
Shantai Industries Ltd,SHANTAI
CHAMBAL BREWERIES & DISTILLERIES LTD.,CHMBBRW
MANSOON TRADING CO.LTD.,ZMANSOON
Kintech Renewables Ltd,KRL
MAHASHREE TRADING LTD.,MAHSHRE
CES Limited,CESL
ARAVALI SECURITIES & FINANCE LTD.,ARAVALIS
YASH TRADING & FINANCE LTD.,YASTF
Sword-Edge Commercials Limited,SWORDEDGE
SHERATON PROPERTIES & FINANCE LTD.,ZSHERAPR
MAGNANIMOUS TRADE & FINANCE LTD.,MAGANTR
CRESSANDA SOLUTIONS LTD.,CRESSAN
Starteck Finance Ltd,STARTECK
SHARDUL SECURITIES LTD.,SHARDUL
KAPASHI COMMERCIALS LTD.,KAPASHI
BENGAL STEEL INDUSTRIES LTD.,BENGALS
UNIWORTH SECURITIES LTD.,UNIWSEC
MERCURY TRADE LINKS LTD.,MERCTRD
NIRAV COMMERCIALS LTD.,NIRAVCOM
ASUTOSH ENTERPRISES LTD.,ASUTENT
APOLLO FINVEST (INDIA) LTD.,APOLLOFI
ENBEE TRADE & FINANCE LTD.,ENBETRD
Ganon Products Ltd,GANONPRO
DEVINSU TRADING LTD.,DEVITRD
SHRI JAGDAMBA POLYMERS LTD.,SHRJAGP
LLOYDS METALS AND ENERGY LTD.,LLOYDSME
PUNCTUAL TRADING LTD.,PUNCTRD
SHREE GLOBAL TRADEFIN LTD.,SHRGLTR
BETEX INDIA LTD.,BETXIND
GAYATRI TISSUE & PAPERS LTD.,GYTRIPA
POLYTEX INDIA LTD.,POLYTEX
DHANLAXMI COTEX LTD.,DHANCOT
OASIS SECURITIES LTD.,OASISEC
GARNET INTERNATIONAL LTD.,GARNETINT
SHALIMAR PRODUCTIONS LTD.,SHALPRO
VARUN MERCANTILE LTD.,VARUNME
DONEAR INDUSTRIES LTD.-$,DONEAR
NEPTUNE EXPORTS LTD.,NEPTEXP
SUPER SALES INDIA LTD.-$,SUPER
SEQUENT SCIENTIFIC LTD.,SEQUENT
STATE TRADING CORPORATION OF INDIA LTD.,STCINDIA
ZENITH EXPORTS LTD.,ZENITHEXPO
R.T.EXPORTS LTD.-$,RTEXPO
AVANTI FEEDS LTD.-$,AVANTI
ZODIAC-JRD-MKJ LTD.,ZODJRDMKJ
SITA ENTERPRISES LTD.,SITAENT
UNIMODE OVERSEAS LTD.,UNIMOVR
Keynote Financial Services Ltd,KEYFINSER
ADANI ENTERPRISES LTD.,ADANIENT
MACRO (INTERNATIONAL) EXPORTS LTD.,MACINTR
HARIA EXPORTS LTD.-$,HARIAEXPO
BHANDARI HOSIERY EXPORTS LTD.,BHANDHOS
RLF LTD.,RLF
Regent Enterprises Ltd,REGENTRP
ORBIT EXPORTS LTD.,ORBTEXP
SAVERA INDUSTRIES LTD.,SAVERA
VBC FERRO ALLOYS LTD.-$,VBCFERROQ
Tata Steel Long Products Ltd,TATASTLLP
NAVA BHARAT VENTURES LTD.,NBVENTURES
HINDUSTHAN UDYOG LTD.,ZHINUDYP
Remi Edelstahl Tubulars Limited,REMIEDEL
G.S.AUTO INTERNATIONAL LTD.,GSAUTO
TRANS-FREIGHT CONTAINERS LTD.,TRANSFRE
SHIVALIK BIMETAL CONTROLS LTD.,SHBCLQ
GANDHI SPECIAL TUBES LTD.-$,GANDHITUBE
AMFORGE INDUSTRIES LTD.,AMFORG
ORICON ENTERPRISES LTD.-$,ORICON
ACROW INDIA LTD.,ACROW
STEEL STRIPS INFRASTRUCTURES LTD.,STLSTRINF
NATIONAL STEEL & AGRO INDUSTRIES LTD.,NATNLSTEEL
UTTAM GALVA STEELS LTD.,UTTAMSTL
PENNAR INDUSTRIES LTD.-$,PENIND
JYOTI STRUCTURES LTD.,JYOTISTRUC
JAY USHIN LTD.,JAYUSH
STEEL STRIPS WHEELS LTD.-$,SSWL
MAN INDUSTRIES (INDIA) LTD.-$,MANINDS
Imec Services Ltd,IMEC
MODERN STEELS LTD.-$,MDRNSTL
Terrascope Ventures Ltd,TERRASCOPE
SYNTHIKO FOILS LTD.,SYNTHFO
Golkonda Aluminium Extrusions Ltd-$,GOLKONDA
Metalyst Forgings Limited,METALFORGE
GRAND FOUNDRY LTD.,GRANDFONRY
AJMERA REALTY & INFRA INDIA LTD.,AJMERA
COCHIN MINERALS & RUTILE LTD.-$,COCHINM
INDIA STEEL WORKS LTD.,ISWL
RAJKUMAR FORGE LTD.,RJKMRFR
CARBORUNDUM UNIVERSAL LTD.,CARBORUNIV
MMTC LTD.,MMTC
VALLABH STEELS LTD.-$,VALLABHSQ
ASHIANA ISPAT LTD.,ASHIS
Smiths & Founders (India) Limited,SMFIL
BLOOM INDUSTRIES LTD.,BLOIN
Maitri Enterprises Ltd,MAITRI
TATA METALIKS LTD.,TATAMETALI
SHAH ALLOYS LTD.,SHAHALLOYS
JSW Ispat Special Products Ltd,JSWISPL
ELANGO INDUSTRIES LTD.,ELANGO
KANISHK STEEL INDUSTRIES LTD.,KANSHST
MAHALAXMI SEAMLESS LTD.-$,MAHALXSE
SIMPLEX CASTINGS LTD.,SIMPLEXCAS
SHREE STEEL WIRE ROPES LTD.,SSWRL
MEWAT ZINC LTD.,MEWATZI
SOUTHERN MAGNESIUM & CHEMICALS LTD.,SOUTHMG
BARODA EXTRUSION LTD.,BAROEXT
GUJARAT CONTAINERS LTD.,GUJCONT
KALYANI FORGE LTD.,KALYANIFRG
PANCHMAHAL STEEL LTD.,PANCHMAHQ
ADITYA ISPAT LTD.,ADITYA
S.R.INDUSTRIES LTD.,SRIND
STEELCAST LTD.,STEELCAS
Pitti Engineering Ltd-$,PITTIENG
GLITTEK GRANITES LTD.,GLITTEKG
PRADEEP METALS LTD.,PRADPME
Gujarat Natural Resources Limited,GNRL
TAMILNADU STEEL TUBES LTD.,TNSTLTU
SHARDA ISPAT LTD.,SHRDAIS
MAHAMAYA STEEL INDUSTRIES LTD.,MAHASTEEL
REAL STRIPS LTD.-$,REALSTR
NOVA IRON & STEEL LTD.,NOVIS
FOUNDRY FUEL PRODUCTS LTD.,FFPL
HINDUSTAN COPPER LTD.,HINDCOPPER
Srikalahasthi Pipes Limited,SRIPIPES
AXEL POLYMERS LTD.,AXELPOLY
NLC India Ltd,NLCINDIA
SPECTRA INDUSTRIES LTD.,SPECTRA
JMT AUTO LTD.,JMTAUTOLTD
KIC METALIKS LTD.,KAJARIR
SOLID STONE COMPANY LTD.,SOLIDSTON
SHILP GRAVURES LTD.-$,SHILGRAVQ
White Organic Agro Ltd,WHITEORG
MFS INTERCORP LTD.,MFSINTRCRP
HG Industries Ltd-$,HGIND
ARO GRANITE INDUSTRIES LTD.-$,AROGRANITE
HIMACHAL FIBRES LTD.,HIMFIBP
RAJKAMAL SYNTHETICS LTD.,RAJKSYN
DEEPAK SPINNERS LTD.-$,DEEPAKSP
JBF INDUSTRIES LTD.,JBFIND
LOYAL TEXTILE MILLS LTD.-$,LOYALTEX
HIMATSINGKA SEIDE LTD.,HIMATSEIDE
BSL LTD.,BSL
Evergreen Textiles Limited,EVERTEX
PBM POLYTEX LTD.-$,PBMPOLY
ADINATH TEXTILES LTD.,ADINATH
SURYALATA SPINNING MILLS LTD.-$,SURYALA
SURYAVANSHI SPINNING MILLS LTD.-$,SURYVANSP
T T LTD.-$,TTL
WELSPUN INDIA LTD.,WELSPUNIND
INDIAN ACRYLICS LTD.,INDIANACRY
GANESHA ECOSPHERE LTD.,GANECOS
CEETA INDUSTRIES LTD.,CEETAIN
VARDHMAN POLYTEX LTD.,VARDMNPOLY
BLACK ROSE INDUSTRIES LTD.,BLACKROSE
S&T CORPORATION LTD.,STCORP
SUMEET INDUSTRIES LTD.-$,SUMEETINDS
BINNY LTD.,BINNY
RAMGOPAL POLYTEX LTD.,RAMGOPOLY
SANGAM (INDIA) LTD.,SANGAMIND
TTL Enterprises Ltd,TTLEL
IKAB SECURITIES & INVESTMENT LTD.,IKAB
Kush Industries Ltd,KUSHIND
SREECHEM RESINS LTD.,SRECR
SURBHI INDUSTRIES LTD.,SURBHIN
SEASONS TEXTILES LTD.-$,SEASONST
ZENITH FIBRES LTD.-$,ZENIFIB
BHILWARA SPINNERS LTD.,BHILSPIN
AARVEE DENIMS & EXPORTS LTD.,AARVEEDEN
SANRHEA TECHNICAL TEXTILES LTD.,SANTETX
ASHIMA LTD.,ASHIMASYN
PIONEER EMBROIDERIES LTD.-$,PIONEEREMB
VIPPY SPINPRO LTD.,VIPPYSP
JAIHIND SYNTHETICS LTD.,JAIHINDS
RAGHUVIR SYNTHETICS LTD.,RAGHUSYN
JATTASHANKAR INDUSTIES LTD.,JATTAINDUS
KAMADGIRI FASHION LTD.-$,KAMADGIRI
OMNITEX INDUSTRIES (INDIA) LTD.,OMNITEX
PATSPIN INDIA LTD.,PATSPINLTD
One Global Service Provider Ltd,ONEGLOBAL
NEO INFRACON LTD.,NEOINFRA
Genesis Ibrc India Ltd,GENESIS
PREMIER POLYFILM LTD.,PREMIERPOL
EVERLON SYNTHETICS LTD.,EVERLON
K&R Rail Engineering Ltd,KRRAIL
YARN SYNDICATE LTD.,YARNSYN
GUJARAT COTEX LTD.,GUJCOTEX
Atlas Jewellery India Limited,AJIL
GARWARE SYNTHETICS LTD.,GARWSYN
SHARAD FIBRES & YARN PROCESSORS LTD.,SHARDFI
SARUP INDUSTRIES LTD.-$,SARUPINDUS
Mangalam Organics Limited,MANORG
HINDUSTAN ADHESIVES LTD.,HINDADH
Blue Pearl Texspin Limited,BPTEX
SRI KPR INDUSTRIES LTD.,SRIKPRIND
JYOTI RESINS & ADHESIVES LTD.,JYOTIRES
MAHALAXMI RUBTECH LTD.,MHLXMIRU
SOUTHERN LATEX LTD.,SOUTLAT
OSWAL YARNS LTD.,OSWAYRN
WINSOME TEXTILE INDUSTRIES LTD.-$,WINSOMTX
Asahi Industries Limited,ASAHIIND
THAMBBI MODERN SPINNING MILLS LTD.,THAMBBI
MODERN INSULATORS LTD.,MODINSU
ASAHI INDIA GLASS LTD.,ASAHIINDIA
MURUDESHWAR CERAMICS LTD.,MURUDCERA
SAINT-GOBAIN SEKURIT INDIA LTD.,SAINTGOBAIN
Anant Raj Limited-$,ANANTRAJ
MADHUSUDAN INDUSTRIES LTD.,MADHUDIN
RESTILE CERAMICS LTD.,RESTILE
MADHAV MARBLES & GRANITES LTD.,MADHAV
Ramasigns Industries Ltd,RAMASIGNS
HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD.-$,HINDNATGLS
Haldyn Glass Ltd-$,HALDYNGL
Duroply Industries Ltd,DUROPLY
MANGALAM TIMBER PRODUCTS LTD.,MANGTIMBER
SHREYANS INDUSTRIES LTD.-$,SHREYANIND
AGIO PAPER & INDUSTRIES LTD.-$,AGIOPAPER
STAR PAPER MILLS LTD.,STARPAPER
Yash Pakka Ltd-$,YASHPAKKA
SARDA PAPERS LTD.,SARDAPPR
NATIONAL PLYWOOD INDUSTRIES LTD.,NATPLY
Arrow Greentech Ltd,ARROWGREEN
VISHNU CHEMICALS LTD.,VISHNU
JUMBO BAG LTD.,JUMBO
N.R.AGARWAL INDUSTRIES LTD.,NRAGRINDQ
SHREE RAJESHWARANAND PAPER MILLS LTD.,SRPML
3P Land Holdings Ltd,3PLAND
SANGAL PAPERS LTD.,SANPA
